rate,votes,location,rest_type,cuisines,cost,menu_item,online_order_No,online_order_Yes,book_table_No,book_table_Yes
3.6,142,30,20,1554,750.0,5047,0,1,1,0
3.8,41,44,62,832,400.0,5047,0,1,1,0
3.8,1166,22,20,1057,600.0,5047,0,1,0,1
4.2,421,3,20,604,700.0,5047,0,1,1,0
3.5,177,0,62,203,500.0,5047,0,1,1,0
3.9,226,38,29,1429,450.0,5047,0,1,1,0
4.3,50,42,30,773,400.0,5047,0,1,1,0
3.7,439,22,72,282,550.0,5047,0,1,1,0
3.9,64,42,62,1072,300.0,5047,0,1,1,0
3.8,74,41,20,700,750.0,5047,0,1,1,0
4.2,3230,0,25,1156,1600.0,5047,0,1,0,1
3.8,232,30,20,68,600.0,5047,0,1,1,0
3.7,37,28,29,282,600.0,5047,0,1,1,0
4.0,508,28,19,460,1000.0,5047,0,1,1,0
3.8,256,3,20,73,800.0,5047,0,1,0,1
4.4,4315,28,52,625,1600.0,5047,0,1,0,1
4.5,2594,42,33,955,500.0,5047,0,1,1,0
4.2,820,43,20,1156,1000.0,5047,0,1,1,0
4.1,1318,22,20,1319,800.0,3838,0,1,0,1
4.3,1101,22,13,419,700.0,5047,0,1,1,0
4.3,2374,28,20,1156,800.0,5047,0,1,1,0
4.0,1205,41,13,408,650.0,5047,0,1,0,1
4.1,337,30,62,547,300.0,5047,0,1,1,0
4.4,2859,42,13,337,600.0,5047,0,1,1,0
4.3,721,42,62,817,400.0,5047,0,1,1,0
3.5,239,42,20,1412,1000.0,5047,0,1,1,0
4.2,293,42,20,1532,800.0,5047,0,1,0,1
4.3,219,38,62,1075,300.0,5047,0,1,1,0
4.2,307,0,29,1045,600.0,5047,0,1,1,0
4.2,2616,42,20,514,1300.0,5047,0,1,0,1
3.7,126,0,62,1156,200.0,5047,1,0,1,0
4.8,186,42,30,767,400.0,5047,0,1,1,0
4.4,2386,41,20,1083,1000.0,5047,0,1,0,1
3.5,79,30,20,72,600.0,5047,0,1,1,0
3.7,109,3,62,1084,600.0,5047,0,1,1,0
3.0,66,42,20,197,700.0,5047,0,1,1,0
3.9,386,28,62,1476,600.0,5047,0,1,1,0
3.9,475,43,20,1459,600.0,5047,0,1,1,0
4.1,624,0,21,141,1500.0,5047,0,1,0,1
3.6,455,22,72,1196,400.0,5047,0,1,1,0
4.4,2239,3,21,744,1200.0,5047,0,1,0,1
4.5,1877,38,21,1430,1200.0,5047,0,1,0,1
4.2,532,42,20,600,600.0,5047,0,1,1,0
3.6,207,42,20,1050,500.0,5047,0,1,1,0
4.5,3458,42,20,1400,1300.0,5047,0,1,0,1
4.0,36,0,32,775,300.0,5047,0,1,1,0
4.2,1031,28,21,614,1100.0,5047,0,1,0,1
3.9,77,44,30,956,800.0,5047,0,1,1,0
4.0,51,42,62,817,500.0,5047,0,1,1,0
4.1,400,42,15,422,1200.0,2055,0,1,0,1
2.5,321,28,62,1241,400.0,5047,0,1,1,0
4.3,1258,30,22,922,800.0,5047,0,1,0,1
3.8,171,3,62,1256,250.0,5047,0,1,1,0
3.8,76,42,62,202,500.0,5047,0,1,1,0
4.1,61,42,30,792,450.0,5047,0,1,1,0
3.9,533,22,20,76,900.0,5047,0,1,0,1
4.1,739,28,29,565,500.0,5047,0,1,1,0
3.2,144,3,62,1218,350.0,5047,0,1,1,0
4.2,239,28,22,349,600.0,5047,0,1,0,1
4.1,1027,3,20,1156,1000.0,5047,0,1,0,1
4.0,188,38,29,171,300.0,5047,0,1,1,0
4.5,245,41,20,1008,1300.0,5047,0,1,0,1
4.1,221,41,20,1156,1000.0,5047,0,1,0,1
3.7,111,22,20,1196,800.0,5047,0,1,0,1
3.8,202,30,57,536,1000.0,5047,0,1,0,1
3.8,759,28,20,1156,600.0,5047,0,1,0,1
3.8,584,30,20,1381,1200.0,5047,0,1,0,1
3.9,135,30,62,866,350.0,5047,0,1,1,0
4.1,3001,38,13,374,1000.0,5047,0,1,1,0
3.9,88,0,62,967,1000.0,5047,0,1,1,0
4.3,516,43,20,23,2500.0,5047,0,1,0,1
3.9,402,22,20,1555,800.0,5047,0,1,0,1
3.8,257,37,29,1196,300.0,5047,0,1,1,0
3.8,46,28,62,1465,450.0,5047,0,1,1,0
4.3,342,41,62,790,450.0,5047,0,1,0,1
4.1,588,28,20,558,700.0,5047,0,1,1,0
3.8,273,0,20,1310,900.0,5047,0,1,1,0
3.2,908,42,20,1381,600.0,5047,0,1,1,0
3.5,888,44,20,1375,650.0,5047,0,1,1,0
3.8,57,44,20,1531,700.0,5047,0,1,1,0
4.5,710,44,20,1009,1500.0,5047,0,1,0,1
3.8,658,42,20,616,500.0,5047,0,1,1,0
4.4,939,42,13,435,900.0,5047,0,1,1,0
3.5,283,0,62,206,350.0,5047,0,1,1,0
4.4,677,44,20,1381,1500.0,5047,0,1,0,1
4.0,181,28,20,1214,550.0,5047,0,1,1,0
4.4,1851,43,20,521,1100.0,5047,0,1,0,1
4.1,841,43,20,1534,700.0,5047,0,1,1,0
4.1,294,28,20,938,500.0,3244,0,1,0,1
3.2,51,22,29,1196,600.0,5047,0,1,1,0
4.3,372,22,20,30,700.0,5047,0,1,1,0
4.1,1774,42,57,881,1200.0,5047,0,1,0,1
3.1,248,22,20,521,500.0,5047,0,1,1,0
3.9,1138,42,20,1352,500.0,5047,0,1,1,0
3.8,254,0,20,521,550.0,5047,0,1,1,0
4.1,442,30,60,692,1200.0,5047,0,1,0,1
3.9,391,44,20,911,750.0,5047,0,1,1,0
4.1,131,22,20,1156,650.0,5047,0,1,1,0
4.2,161,22,62,235,300.0,5047,0,1,1,0
3.7,69,0,29,83,400.0,5047,0,1,1,0
3.9,46,22,66,650,300.0,5047,0,1,1,0
3.7,51,3,62,1156,300.0,5047,0,1,1,0
3.8,80,22,62,1465,800.0,5047,0,1,1,0
3.9,455,43,20,521,1000.0,5047,0,1,1,0
3.6,107,42,20,1196,900.0,5047,0,1,0,1
3.8,264,44,20,1154,650.0,5047,0,1,1,0
4.2,1365,44,21,123,1400.0,5047,0,1,0,1
3.7,158,30,20,251,700.0,5047,0,1,1,0
4.1,587,28,21,688,1200.0,5047,0,1,0,1
3.8,117,0,20,1181,600.0,5047,0,1,1,0
4.5,3125,42,21,1233,1500.0,5047,0,1,0,1
4.4,3870,42,25,713,1600.0,5047,0,1,0,1
3.9,204,0,20,283,550.0,5047,1,0,1,0
4.3,62,42,30,1676,250.0,5047,0,1,1,0
4.4,384,44,62,1584,300.0,5047,0,1,1,0
4.4,3667,42,20,606,1400.0,5047,0,1,0,1
2.7,85,28,13,496,500.0,5047,0,1,1,0
4.3,1233,30,20,1343,1000.0,5047,0,1,0,1
4.2,1905,30,13,423,800.0,5047,0,1,0,1
3.8,87,0,62,817,250.0,5047,1,0,1,0
3.9,597,41,4,899,1200.0,5047,0,1,0,1
2.9,177,30,20,1211,700.0,5047,0,1,1,0
3.8,146,28,20,521,600.0,5047,0,1,1,0
4.2,1867,22,49,889,1500.0,5047,0,1,0,1
4.1,601,0,62,1477,700.0,5047,0,1,1,0
3.9,200,28,62,1087,400.0,5047,0,1,1,0
4.0,233,30,62,1561,400.0,5047,0,1,1,0
3.9,52,22,64,316,250.0,5047,0,1,1,0
3.7,291,41,20,69,750.0,3505,0,1,0,1
4.2,1617,41,20,1512,1500.0,5047,0,1,0,1
4.4,191,40,13,332,1000.0,831,0,1,0,1
3.4,301,22,72,287,400.0,3524,0,1,1,0
4.1,252,41,20,1149,750.0,5047,0,1,0,1
3.8,149,42,20,277,600.0,567,0,1,1,0
4.4,383,42,21,1108,1500.0,5047,0,1,0,1
3.7,72,30,20,1209,450.0,5047,0,1,1,0
4.0,150,39,20,706,1100.0,1879,0,1,0,1
4.1,1078,30,20,1196,1000.0,5047,0,1,0,1
3.6,81,0,0,175,200.0,5047,1,0,1,0
4.0,147,0,13,436,400.0,5047,1,0,1,0
4.1,1003,42,20,1388,700.0,4422,0,1,1,0
2.8,102,3,62,1196,350.0,5047,0,1,1,0
4.4,455,44,21,1156,1500.0,4321,0,1,0,1
3.4,34,44,20,1359,650.0,5047,0,1,1,0
4.0,118,28,20,604,400.0,3058,0,1,1,0
3.9,88,22,62,817,250.0,5047,0,1,1,0
3.1,140,0,20,1182,600.0,1287,0,1,1,0
3.9,143,30,20,1093,1000.0,1395,0,1,0,1
4.3,2563,42,4,688,1200.0,4820,0,1,0,1
3.9,160,22,24,1296,900.0,4838,0,1,0,1
4.0,510,44,20,562,750.0,1468,0,1,1,0
4.1,668,40,20,605,900.0,5047,0,1,0,1
3.9,315,30,62,1639,300.0,642,0,1,1,0
3.8,72,28,62,1496,400.0,5047,0,1,0,1
4.1,988,43,13,404,600.0,1540,0,1,1,0
3.7,28,0,20,1196,500.0,5047,1,0,1,0
2.9,90,3,20,1449,800.0,2567,0,1,0,1
4.4,345,42,21,541,1000.0,398,0,1,0,1
4.1,553,30,20,991,900.0,4024,0,1,0,1
3.7,48,0,72,767,400.0,5047,1,0,1,0
3.9,201,0,62,1451,300.0,2790,0,1,1,0
3.7,127,18,72,849,300.0,2268,0,1,1,0
4.1,600,43,20,998,1100.0,5047,0,1,0,1
3.9,213,43,62,317,400.0,5047,0,1,1,0
3.8,499,22,16,391,700.0,4744,0,1,0,1
3.7,127,18,72,849,300.0,2268,0,1,1,0
3.8,100,0,13,488,700.0,2516,0,1,1,0
4.4,358,30,30,773,400.0,1757,0,1,1,0
3.7,115,0,20,565,550.0,5047,0,1,1,0
3.7,503,38,29,1423,500.0,5047,0,1,1,0
3.7,173,22,72,257,400.0,5047,0,1,1,0
3.6,72,43,62,1109,200.0,4530,0,1,1,0
4.0,372,0,20,1002,500.0,5047,1,0,1,0
4.1,358,0,62,605,500.0,5047,1,0,1,0
3.9,450,22,20,1209,550.0,5047,0,1,1,0
3.7,118,0,30,956,300.0,5047,1,0,1,0
4.2,767,41,20,1272,1700.0,5047,0,1,0,1
4.1,1697,42,20,1196,1200.0,5047,0,1,0,1
3.6,117,0,29,1196,500.0,5047,1,0,1,0
2.4,221,0,62,1156,550.0,5047,1,0,1,0
3.9,186,45,62,563,400.0,5047,0,1,1,0
3.7,103,43,62,1209,400.0,5047,0,1,1,0
4.4,76,0,20,290,600.0,5047,1,0,1,0
2.7,73,0,20,565,600.0,1491,0,1,1,0
3.0,57,28,20,604,650.0,1407,0,1,1,0
4.0,115,0,20,762,1000.0,5047,1,0,1,0
3.5,42,0,62,1287,400.0,5047,1,0,1,0
2.6,75,0,62,1438,400.0,5047,1,0,1,0
3.1,53,0,20,1251,600.0,5047,1,0,1,0
3.6,61,0,13,332,500.0,5047,1,0,1,0
3.8,35,0,72,817,200.0,5047,1,0,1,0
3.6,34,0,62,1002,650.0,5047,1,0,1,0
4.1,505,43,13,381,600.0,5047,0,1,1,0
4.0,684,42,62,617,250.0,5047,0,1,1,0
3.6,71,0,62,1248,350.0,1183,0,1,1,0
3.7,259,42,20,1139,750.0,1224,0,1,1,0
4.0,68,44,30,767,400.0,5009,0,1,1,0
4.1,1403,28,26,1296,1100.0,2161,0,1,0,1
4.4,100,45,13,389,700.0,4849,0,1,0,1
4.1,291,43,62,328,600.0,5047,0,1,1,0
4.3,1800,42,22,660,900.0,5047,0,1,0,1
4.1,845,28,21,1546,1100.0,4832,0,1,0,1
3.1,44,0,29,1196,500.0,5047,1,0,1,0
2.7,76,0,62,1196,500.0,5047,1,0,1,0
3.8,43,0,62,1547,200.0,5047,1,0,1,0
3.1,53,75,29,856,450.0,5047,1,0,1,0
3.8,561,28,20,1156,800.0,5047,0,1,0,1
3.9,162,28,29,1209,500.0,5047,0,1,1,0
3.6,241,43,20,1522,800.0,5047,0,1,1,0
2.9,62,30,65,548,650.0,3879,0,1,1,0
3.9,95,38,62,1327,350.0,5047,0,1,1,0
3.3,94,42,62,96,200.0,4066,0,1,1,0
3.5,74,43,20,1028,600.0,654,0,1,1,0
4.1,306,44,13,414,600.0,496,0,1,1,0
3.7,46,0,20,1196,600.0,5047,0,1,1,0
4.1,151,43,62,378,600.0,3442,0,1,0,1
3.7,244,28,20,286,450.0,5047,0,1,1,0
4.0,347,28,20,1295,1000.0,5047,0,1,0,1
4.0,201,42,13,406,800.0,5047,0,1,1,0
3.3,334,0,62,282,400.0,5047,0,1,1,0
4.0,193,43,29,1657,500.0,5047,0,1,1,0
2.6,170,3,20,978,600.0,5047,0,1,1,0
3.9,202,22,13,492,500.0,1806,0,1,0,1
4.1,209,41,62,749,400.0,5047,0,1,1,0
3.8,278,22,62,235,200.0,5047,0,1,1,0
4.0,101,3,20,1079,500.0,5047,0,1,1,0
3.7,61,0,62,871,450.0,4242,0,1,1,0
3.7,117,28,62,1156,150.0,5047,0,1,1,0
3.0,61,0,13,332,650.0,818,0,1,1,0
3.5,132,0,72,286,600.0,5047,0,1,1,0
3.8,38,38,20,1156,400.0,5047,0,1,1,0
4.0,76,38,62,1511,300.0,3076,0,1,1,0
4.3,1899,42,30,767,400.0,5047,0,1,1,0
3.7,95,38,62,1156,150.0,5047,0,1,1,0
3.0,72,42,62,323,600.0,3229,0,1,1,0
4.1,37,44,35,787,500.0,3283,0,1,1,0
3.7,1014,43,4,663,1300.0,3266,0,1,0,1
2.8,335,3,20,1196,500.0,5047,0,1,1,0
3.8,75,30,62,1046,300.0,725,0,1,1,0
4.1,90,30,62,1547,100.0,5047,0,1,1,0
3.1,40,0,62,1156,400.0,5047,0,1,1,0
2.6,54,0,29,251,600.0,1102,0,1,1,0
4.5,3902,42,60,889,1000.0,5047,1,0,0,1
3.8,63,0,13,332,500.0,5047,1,0,1,0
4.0,176,43,29,834,300.0,5047,0,1,1,0
3.1,68,30,62,1140,550.0,5047,0,1,1,0
4.2,1192,28,26,979,1200.0,5047,1,0,0,1
4.7,14654,42,16,338,900.0,5047,1,0,1,0
3.8,109,43,72,1002,400.0,5047,0,1,1,0
3.7,57,22,72,1156,400.0,5047,0,1,1,0
4.5,3826,42,13,469,800.0,5047,1,0,1,0
4.0,2729,42,13,400,1300.0,5047,1,0,1,0
4.2,1214,28,20,1490,1200.0,5047,1,0,0,1
3.4,185,3,20,1598,450.0,5047,0,1,1,0
4.5,678,42,20,603,1400.0,5047,1,0,0,1
4.3,2296,42,20,65,800.0,5047,1,0,1,0
3.8,1159,42,20,50,650.0,5047,1,0,1,0
4.3,2241,42,20,609,1100.0,5047,1,0,0,1
4.3,988,42,62,617,350.0,5047,1,0,1,0
4.4,320,42,20,1067,1200.0,5047,1,0,0,1
4.3,449,42,30,958,400.0,5047,1,0,1,0
4.1,466,28,20,1064,700.0,5047,1,0,0,1
3.7,202,28,20,1314,900.0,5047,1,0,1,0
3.9,124,3,13,446,500.0,5047,1,0,1,0
4.0,193,28,20,1555,500.0,5047,1,0,1,0
3.8,89,42,62,1337,300.0,5047,1,0,1,0
2.3,175,28,20,1156,450.0,5047,1,0,1,0
2.9,39,28,72,857,500.0,5047,1,0,1,0
2.2,90,3,20,1196,750.0,5047,1,0,1,0
3.8,178,38,20,1335,800.0,5047,0,1,1,0
4.2,185,0,51,1209,300.0,5047,0,1,1,0
4.0,138,44,20,1167,800.0,5047,0,1,1,0
3.9,112,28,62,1649,200.0,4245,0,1,1,0
3.8,34,22,63,186,350.0,3189,0,1,1,0
3.9,145,41,29,1156,500.0,5047,0,1,1,0
4.2,76,42,62,1517,450.0,5047,0,1,1,0
4.4,2493,3,57,1343,900.0,5047,0,1,0,1
4.6,230,30,13,359,400.0,5047,0,1,1,0
4.3,169,41,30,773,450.0,5047,0,1,1,0
3.8,213,43,20,1111,700.0,4448,0,1,1,0
3.7,47,0,30,951,200.0,5047,0,1,1,0
3.8,47,42,13,455,600.0,1081,0,1,1,0
3.7,66,0,62,1563,300.0,5047,0,1,1,0
3.7,47,43,20,1207,800.0,5047,0,1,1,0
4.8,4390,42,4,643,1000.0,5047,1,0,0,1
4.0,152,42,12,219,350.0,5047,0,1,1,0
4.0,2151,42,46,627,1000.0,5047,1,0,0,1
3.9,1388,42,46,718,1400.0,5047,1,0,0,1
4.2,413,42,13,429,700.0,5047,0,1,1,0
3.6,43,28,20,583,600.0,5047,0,1,1,0
3.8,172,42,20,1423,400.0,4442,0,1,1,0
4.1,1223,42,62,1112,400.0,5047,1,0,1,0
4.1,435,42,20,1209,500.0,5047,1,0,1,0
4.0,335,30,20,1173,550.0,5047,1,0,1,0
4.4,464,41,13,403,800.0,5047,1,0,0,1
4.1,956,28,20,1613,600.0,3967,0,1,1,0
4.5,546,42,13,412,900.0,5047,1,0,0,1
3.9,1155,41,20,517,650.0,5047,1,0,1,0
4.1,770,41,21,50,800.0,5047,1,0,0,1
4.1,674,42,20,1589,650.0,5047,1,0,1,0
4.1,42,42,62,1636,150.0,5047,1,0,1,0
3.9,337,22,62,1196,500.0,5047,0,1,1,0
4.1,446,44,20,1156,650.0,5047,1,0,0,1
4.3,235,44,9,223,350.0,5047,1,0,1,0
4.0,161,30,62,873,200.0,5047,1,0,1,0
3.8,83,30,62,1172,400.0,5047,1,0,1,0
3.9,118,30,20,1185,800.0,5047,1,0,1,0
4.0,181,42,51,1156,150.0,5047,1,0,1,0
3.1,117,44,62,235,200.0,5047,1,0,1,0
4.0,93,3,72,181,800.0,5047,1,0,1,0
3.8,69,3,14,350,700.0,5047,1,0,1,0
3.8,62,44,2,767,150.0,5047,1,0,1,0
2.6,56,22,29,293,500.0,5047,1,0,1,0
3.2,63,28,3,191,600.0,5047,1,0,1,0
3.7,44,28,30,181,200.0,5047,1,0,1,0
3.8,38,42,30,952,400.0,5047,1,0,1,0
3.7,91,30,20,1196,900.0,5047,1,0,1,0
4.1,323,44,13,342,700.0,5047,0,1,1,0
3.3,67,3,20,1196,600.0,5047,0,1,1,0
3.4,212,22,20,1258,800.0,5047,0,1,1,0
4.0,87,0,9,210,150.0,2284,0,1,1,0
3.9,194,28,20,1589,400.0,5047,0,1,1,0
4.0,280,41,21,801,1500.0,5047,0,1,0,1
3.8,187,28,13,339,500.0,2287,0,1,1,0
3.9,48,22,62,821,400.0,5047,0,1,1,0
4.0,127,22,20,1390,900.0,5047,0,1,0,1
4.2,434,0,30,181,400.0,5047,1,0,1,0
4.4,63,0,30,773,300.0,5047,0,1,1,0
4.5,583,0,30,773,400.0,3010,0,1,1,0
4.2,250,0,32,210,300.0,5047,0,1,1,0
4.5,1238,0,29,929,500.0,3,0,1,1,0
4.0,48,0,32,773,300.0,5047,0,1,1,0
4.0,221,0,70,1122,200.0,1661,0,1,1,0
3.4,280,0,68,1640,200.0,5047,0,1,1,0
4.0,87,0,9,210,200.0,3218,0,1,1,0
4.0,164,0,68,1640,150.0,5047,1,0,1,0
4.0,71,0,30,773,300.0,2076,0,1,1,0
4.1,342,0,0,181,500.0,5047,1,0,1,0
4.0,138,0,30,949,250.0,5047,0,1,1,0
3.6,223,0,70,1119,400.0,3940,0,1,1,0
3.8,102,0,20,1208,800.0,5047,0,1,1,0
3.3,77,0,0,175,400.0,1935,0,1,1,0
4.0,30,0,0,181,500.0,2546,0,1,1,0
4.0,207,0,14,350,500.0,1372,0,1,1,0
3.9,41,0,3,195,200.0,5047,1,0,1,0
3.6,83,0,0,175,200.0,5047,1,0,1,0
3.7,48,0,72,767,400.0,5047,1,0,1,0
3.7,47,0,30,949,100.0,5047,0,1,1,0
3.7,106,0,30,767,600.0,5047,1,0,1,0
4.0,157,39,20,706,1100.0,1447,0,1,0,1
4.6,342,42,35,787,400.0,5047,1,0,1,0
4.2,2626,42,20,514,1300.0,5047,1,0,0,1
4.5,210,42,17,467,600.0,5047,1,0,1,0
4.1,496,28,20,695,700.0,1685,0,1,0,1
4.5,2668,42,33,955,500.0,5047,0,1,1,0
4.2,589,42,13,389,800.0,1082,0,1,0,1
4.6,1028,44,30,786,550.0,5047,0,1,1,0
4.5,847,30,30,956,400.0,5047,0,1,1,0
4.1,62,42,30,792,450.0,5047,0,1,1,0
4.3,673,30,30,181,500.0,1583,0,1,1,0
4.1,71,28,13,502,600.0,640,0,1,1,0
4.5,360,42,33,776,300.0,2610,0,1,1,0
4.3,464,42,30,958,400.0,5047,1,0,1,0
4.1,147,42,13,452,1200.0,1926,0,1,1,0
4.3,1904,42,30,767,400.0,5047,1,0,1,0
4.2,1722,42,13,459,650.0,5047,0,1,0,1
3.9,234,42,30,956,500.0,5047,0,1,1,0
4.2,605,44,30,773,900.0,627,0,1,1,0
4.2,184,42,30,773,350.0,762,0,1,1,0
4.2,249,28,22,349,600.0,4897,0,1,0,1
4.1,70,44,30,767,400.0,5010,0,1,1,0
4.9,201,42,30,767,400.0,5047,0,1,1,0
4.2,220,28,30,792,400.0,5047,0,1,1,0
4.1,244,42,9,215,400.0,4462,0,1,1,0
4.3,70,42,30,1676,250.0,5047,0,1,1,0
4.2,449,44,30,773,300.0,1605,0,1,1,0
3.9,144,44,68,1640,200.0,5047,1,0,1,0
4.2,712,44,30,182,450.0,2942,0,1,1,0
4.2,346,42,30,790,500.0,813,0,1,1,0
4.1,77,44,45,956,300.0,5047,1,0,1,0
4.0,189,44,2,188,500.0,2278,0,1,1,0
4.1,216,42,9,221,200.0,3071,0,1,1,0
4.1,37,44,35,787,500.0,5047,0,1,1,0
3.9,242,28,30,789,500.0,5047,0,1,1,0
3.9,72,3,30,767,350.0,596,0,1,1,0
4.2,53,42,30,773,400.0,3469,0,1,1,0
3.9,191,28,30,767,400.0,5047,0,1,1,0
4.0,42,3,41,774,400.0,5047,0,1,1,0
3.7,94,22,0,181,400.0,5047,0,1,1,0
3.9,82,44,30,956,800.0,4475,0,1,1,0
4.1,324,44,13,342,700.0,5047,1,0,1,0
4.0,153,42,12,219,350.0,5047,0,1,1,0
4.0,100,44,30,175,150.0,680,0,1,1,0
3.9,155,28,41,427,400.0,5047,0,1,1,0
3.9,43,42,9,224,200.0,5047,1,0,1,0
4.0,94,3,72,181,800.0,5047,1,0,1,0
3.8,69,3,14,351,700.0,5047,1,0,1,0
3.9,107,3,30,956,400.0,538,0,1,1,0
3.8,62,44,2,767,150.0,5047,1,0,1,0
4.1,450,30,13,363,400.0,4247,0,1,1,0
2.5,58,22,29,293,500.0,5047,1,0,1,0
3.2,64,28,3,191,600.0,5047,1,0,1,0
3.7,176,22,72,257,400.0,5047,0,1,1,0
3.8,34,42,69,1117,250.0,3855,0,1,1,0
3.7,45,28,30,181,200.0,5047,1,0,1,0
4.1,95,28,0,181,500.0,3470,0,1,1,0
3.8,38,42,30,952,400.0,5047,1,0,1,0
3.7,49,44,32,773,400.0,5047,1,0,1,0
3.8,75,40,69,1121,200.0,2967,0,1,1,0
4.9,6375,0,20,813,1600.0,5047,1,0,0,1
4.4,201,0,20,720,1300.0,5047,1,0,0,1
4.2,3230,0,25,1156,1600.0,4415,0,1,0,1
4.4,1149,0,21,1369,1100.0,5047,1,0,0,1
4.5,799,0,20,716,800.0,1041,0,1,0,1
4.5,1874,0,13,394,900.0,1820,0,1,0,1
4.1,1541,0,20,1054,800.0,2388,0,1,0,1
4.1,624,0,21,141,1500.0,1775,0,1,0,1
4.1,1272,0,20,105,900.0,206,0,1,1,0
4.0,827,0,20,1490,500.0,3824,0,1,1,0
3.7,479,0,20,604,850.0,4766,0,1,1,0
3.9,204,0,20,283,550.0,5047,1,0,1,0
3.9,467,0,20,112,550.0,1244,0,1,1,0
4.3,315,0,51,1059,300.0,5047,1,0,1,0
4.1,2724,0,20,296,800.0,4369,0,1,0,1
3.8,254,0,20,282,800.0,1290,0,1,1,0
4.2,185,0,51,1209,300.0,5047,0,1,1,0
3.9,420,0,20,112,800.0,3645,0,1,1,0
3.9,363,0,20,1156,600.0,3903,0,1,1,0
4.0,165,0,4,878,1100.0,5047,1,0,0,1
4.1,464,0,13,344,500.0,4572,0,1,1,0
3.7,115,0,20,565,550.0,4718,0,1,1,0
3.7,135,0,20,1196,500.0,1561,0,1,1,0
3.8,685,0,20,1599,400.0,4219,0,1,1,0
3.9,255,0,20,50,500.0,1112,0,1,1,0
4.1,295,0,20,250,700.0,5047,0,1,1,0
3.0,102,0,20,1589,600.0,4714,0,1,1,0
4.0,245,0,62,202,400.0,1861,0,1,1,0
4.0,943,0,20,558,600.0,4797,0,1,1,0
3.9,74,0,20,244,700.0,2092,0,1,0,1
3.8,273,0,20,1310,900.0,2288,0,1,1,0
3.9,68,0,20,1165,1000.0,3742,0,1,1,0
3.9,214,0,20,1240,600.0,4389,0,1,1,0
3.9,670,0,20,1156,500.0,4326,0,1,1,0
3.6,218,0,20,286,600.0,4949,0,1,1,0
3.5,221,0,70,1119,400.0,325,0,1,1,0
3.6,71,0,62,1248,350.0,1183,0,1,1,0
3.8,100,0,13,488,700.0,2516,0,1,1,0
3.8,99,0,20,1589,350.0,3412,0,1,1,0
4.4,76,0,20,290,600.0,5047,1,0,1,0
3.5,735,0,20,47,600.0,1251,0,1,1,0
2.9,84,0,20,1185,500.0,5047,1,0,1,0
3.9,331,0,13,1195,200.0,2300,0,1,1,0
3.8,117,0,20,1181,600.0,3589,0,1,1,0
3.8,613,0,13,472,600.0,3454,0,1,1,0
3.0,61,0,13,332,650.0,818,0,1,1,0
3.6,41,0,13,401,600.0,3471,0,1,1,0
4.0,147,0,13,436,400.0,5047,1,0,1,0
3.8,337,0,20,65,800.0,941,0,1,1,0
3.7,28,0,20,1196,500.0,5047,1,0,1,0
2.7,73,0,20,565,600.0,1491,0,1,1,0
3.1,140,0,20,1182,600.0,994,0,1,1,0
4.0,372,0,20,1002,500.0,5047,1,0,1,0
3.8,254,0,20,521,550.0,5047,0,1,1,0
3.7,46,0,20,1196,600.0,3788,0,1,1,0
4.0,115,0,20,762,1000.0,5047,1,0,1,0
3.1,53,0,20,1251,600.0,5047,1,0,1,0
3.6,61,0,13,332,500.0,5047,1,0,1,0
3.9,438,0,20,197,650.0,3012,0,1,1,0
3.7,41,0,20,282,450.0,5047,1,0,1,0
3.7,112,0,20,550,500.0,5047,1,0,1,0
3.8,208,0,19,366,650.0,5047,0,1,1,0
3.9,487,0,13,710,700.0,3332,0,1,0,1
3.8,63,0,13,332,500.0,5047,1,0,1,0
4.0,113,0,12,1652,250.0,438,0,1,1,0
2.8,62,0,20,1460,500.0,3821,0,1,1,0
3.9,52,0,62,1589,300.0,5047,0,1,1,0
3.9,88,0,62,967,1000.0,1795,0,1,1,0
4.1,99,0,62,537,300.0,3770,0,1,1,0
3.9,1189,0,62,1196,500.0,3583,0,1,1,0
3.9,179,0,62,1461,250.0,4902,0,1,1,0
4.2,465,0,62,1060,400.0,3701,0,1,1,0
4.1,783,0,62,1597,300.0,2691,0,1,1,0
4.0,137,0,62,1045,200.0,5047,1,0,1,0
3.9,191,0,62,256,300.0,1559,0,1,1,0
3.5,383,0,62,266,400.0,2013,0,1,1,0
4.1,381,0,62,84,250.0,4063,0,1,1,0
4.2,465,0,62,1179,300.0,1717,0,1,1,0
3.9,348,0,62,322,400.0,2631,0,1,1,0
4.1,521,0,62,1474,400.0,3130,0,1,1,0
3.9,441,0,62,1190,500.0,1009,0,1,1,0
4.0,199,0,62,1156,300.0,2785,0,1,1,0
3.9,201,0,62,1451,300.0,2790,0,1,1,0
4.0,113,0,62,591,400.0,161,0,1,1,0
3.8,376,0,62,1204,500.0,1256,0,1,1,0
4.0,84,0,62,856,400.0,3625,0,1,1,0
4.0,160,0,68,1640,150.0,5047,1,0,1,0
3.2,64,0,62,1268,250.0,4804,0,1,1,0
3.9,879,0,62,1356,500.0,982,0,1,1,0
4.1,128,0,62,1156,150.0,1921,0,1,1,0
3.8,110,0,62,1644,200.0,5047,1,0,1,0
3.9,183,0,62,868,250.0,4674,0,1,1,0
3.9,201,0,62,84,300.0,2757,0,1,1,0
3.4,46,0,62,1636,200.0,3832,0,1,1,0
3.7,66,0,62,1563,300.0,5047,0,1,1,0
